Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos,Pos_encoded
77.0,260.0,4.9,35.05,24.0,109.09,7.27,4.29,TE_1157,8
77.0,303.0,5.22,27.53,22.0,95.26,7.85,4.94,OL_1688,4
74.0,236.0,4.79,34.93,22.0,117.17,7.26,4.15,LB_2630,3
76.0,305.0,5.4,27.07,21.0,105.69,7.9,4.94,OL_1700,4
74.0,241.0,4.75,37.22,26.0,110.76,7.09,4.24,LB_2732,3
69.0,223.0,4.47,31.9,20.0,113.34,6.95,4.33,RB_1817,6
75.0,285.0,5.02,28.95,25.0,107.95,7.42,4.55,DL_1003,1
77.0,265.0,4.74,34.33,16.0,120.59,7.38,4.46,TE_1160,8
72.0,220.0,4.61,33.07,21.0,117.85,6.92,4.29,RB_2647,6
72.0,234.0,4.66,34.15,20.0,114.22,7.3,4.42,FB_2173,2
72.0,188.0,4.57,37.09,16.0,121.19,6.74,4.31,CB_2082,0
74.0,287.0,4.88,33.49,24.0,107.05,7.49,4.45,DL_662,1
73.0,237.0,4.88,35.3,24.0,112.0,7.02,4.21,FB_1595,2
74.0,242.0,4.59,32.91,22.0,119.63,7.02,4.29,LB_446,3
73.0,191.0,4.55,35.55,15.0,117.2,7.11,4.16,WR_1429,9
77.0,310.0,5.2,25.08,21.0,97.09,8.04,4.63,OL_2914,4
71.0,208.0,4.54,36.99,18.0,117.34,7.19,4.37,RB_1801,6
71.0,201.0,4.58,36.45,18.0,119.3,6.87,4.28,S_2203,7
74.0,200.0,4.59,33.22,11.0,118.96,6.88,4.32,WR_2417,9
74.0,218.0,4.76,33.9,21.0,106.26,7.23,4.48,QB_813,5
75.0,242.0,4.81,32.19,24.0,114.1,7.06,4.3,LB_2544,3
71.0,212.0,4.53,33.18,21.0,118.95,7.11,4.14,RB_1624,6
76.0,267.0,4.87,30.26,24.0,111.38,7.58,4.73,DL_776,1
74.0,223.0,4.81,28.1,20.0,113.13,7.33,4.44,QB_2381,5
75.0,245.0,4.9,35.81,20.0,119.06,7.22,4.37,TE_1468,8
73.0,199.0,4.46,34.48,14.0,125.68,6.8,4.23,WR_2240,9
73.0,211.0,4.83,29.56,18.0,107.01,7.15,4.32,QB_669,5
77.0,307.0,5.4,27.37,28.0,103.14,7.92,4.84,OL_2613,4
74.0,240.0,4.68,35.91,20.0,112.47,7.05,4.26,LB_285,3
74.0,248.0,4.67,35.36,21.0,112.86,7.13,4.23,LB_999,3
72.0,201.0,4.65,36.15,17.0,125.19,6.81,4.19,S_1644,7
77.0,256.0,4.85,31.22,20.0,112.04,7.27,4.33,TE_2374,8
70.0,218.0,4.65,34.57,19.0,119.93,6.86,4.28,RB_2021,6
71.0,240.0,4.86,35.79,24.0,115.06,7.43,4.39,FB_6,2
70.0,200.0,4.52,34.53,17.0,117.18,7.01,4.23,CB_2282,0
78.0,301.0,5.13,29.58,20.0,96.76,8.05,4.78,OL_1362,4
71.0,202.0,4.45,35.88,16.0,115.7,6.93,4.16,WR_232,9
74.0,244.0,4.83,33.3,24.0,114.66,7.24,4.27,LB_1719,3
72.0,199.0,4.54,35.52,21.0,119.78,7.22,4.33,S_2926,7
71.0,249.0,4.84,35.15,28.0,108.54,7.46,4.32,FB_1973,2
72.0,198.0,4.47,35.1,15.0,125.06,6.96,4.24,S_2883,7
73.0,245.0,4.8,34.62,22.0,115.43,7.37,4.53,FB_374,2
69.0,214.0,4.45,34.7,17.0,113.2,6.91,4.22,RB_1769,6
76.0,230.0,4.82,30.76,19.0,108.0,7.22,4.25,QB_236,5
72.0,217.0,4.55,35.0,20.0,119.84,7.18,4.23,RB_1282,6
75.0,305.0,5.31,27.18,21.0,100.29,7.72,4.54,OL_1200,4
73.0,223.0,4.81,29.12,18.0,109.89,7.16,4.35,QB_2810,5
70.0,207.0,4.48,31.62,19.0,116.85,7.12,4.17,RB_1534,6
71.0,245.0,4.83,32.5,28.0,108.68,7.18,4.24,FB_414,2
72.0,192.0,4.47,35.75,16.0,117.5,7.07,4.13,CB_2077,0
74.0,217.0,4.77,32.23,17.0,112.77,7.22,4.32,QB_2726,5
76.0,305.0,4.76,28.89,28.0,114.32,7.46,4.71,DL_27,1
78.0,307.0,5.2,28.84,28.0,96.83,8.03,4.68,OL_1531,4
70.0,223.0,4.57,35.59,16.0,122.64,7.21,4.24,RB_1593,6
77.0,316.0,5.45,29.98,26.0,97.43,8.17,4.93,OL_1041,4
75.0,248.0,4.7,30.14,23.0,111.19,7.18,4.33,TE_749,8
76.0,256.0,4.67,33.09,22.0,113.6,7.03,4.45,TE_2584,8
78.0,314.0,5.28,29.22,27.0,102.35,7.8,4.9,OL_2470,4
70.0,211.0,4.46,36.57,21.0,114.15,7.04,4.17,RB_662,6
75.0,284.0,4.88,30.98,24.0,107.54,7.63,4.73,DL_1803,1
77.0,306.0,5.32,27.11,27.0,101.77,8.12,4.74,OL_2353,4
70.0,220.0,4.6,31.92,18.0,119.87,7.25,4.22,RB_2427,6
72.0,240.0,4.78,31.35,20.0,111.18,7.37,4.54,FB_115,2
74.0,242.0,4.82,36.2,26.0,115.34,7.23,4.39,LB_2380,3
76.0,279.0,5.03,33.1,30.0,106.76,7.7,4.5,DL_2587,1
73.0,211.0,4.53,36.95,20.0,118.64,6.92,4.17,S_2186,7
74.0,244.0,4.62,33.05,25.0,117.89,7.36,4.34,LB_683,3
73.0,240.0,4.77,31.44,22.0,117.25,7.32,4.16,LB_112,3
72.0,237.0,4.74,33.74,26.0,113.58,7.11,4.3,FB_450,2
78.0,323.0,5.23,26.95,22.0,105.5,7.59,4.6,OL_2343,4
77.0,311.0,5.36,28.01,28.0,103.98,8.08,4.61,OL_1325,4
75.0,217.0,4.93,33.45,17.0,105.71,6.91,4.18,QB_2460,5
75.0,291.0,4.97,32.91,23.0,115.42,7.71,4.69,DL_2850,1
71.0,221.0,4.55,32.02,17.0,118.03,6.92,4.41,RB_412,6
75.0,189.0,4.49,32.33,11.0,125.7,6.82,4.29,WR_2944,9
71.0,200.0,4.56,33.52,12.0,124.43,7.13,4.05,CB_510,0
70.0,204.0,4.46,35.87,23.0,114.7,7.15,4.31,RB_978,6
72.0,253.0,4.71,35.62,26.0,108.15,7.27,4.37,FB_2640,2
70.0,222.0,4.63,34.39,20.0,121.37,7.22,4.21,RB_1404,6
77.0,311.0,5.24,27.42,23.0,95.06,7.7,4.95,OL_1394,4
76.0,248.0,4.66,33.21,20.0,112.81,7.27,4.25,TE_2396,8
72.0,243.0,4.81,35.54,25.0,113.26,7.06,4.22,LB_1375,3
75.0,215.0,4.85,33.75,22.0,106.61,7.06,4.38,QB_1062,5
71.0,209.0,4.52,35.94,15.0,118.88,6.95,4.1,WR_1446,9
71.0,191.0,4.54,37.55,11.0,125.45,7.09,4.2,CB_2184,0
76.0,271.0,4.83,29.29,28.0,113.77,7.28,4.59,DL_1876,1
73.0,217.0,4.52,38.2,17.0,121.61,6.83,4.07,S_1254,7
69.0,202.0,4.52,34.84,20.0,115.28,7.21,4.38,RB_1316,6
72.0,235.0,4.78,34.89,20.0,112.42,7.34,4.29,FB_1317,2
69.0,220.0,4.64,34.7,21.0,114.18,6.94,4.41,RB_1879,6
73.0,203.0,4.59,34.03,16.0,117.7,6.95,4.18,S_1330,7
77.0,269.0,4.88,31.31,27.0,107.15,7.43,4.49,DL_2150,1
70.0,188.0,4.53,37.78,11.0,123.3,6.83,4.15,CB_2966,0
74.0,238.0,4.76,36.83,19.0,113.34,7.11,4.22,LB_2662,3
75.0,230.0,4.99,31.78,17.0,106.01,7.16,4.3,QB_627,5
71.0,211.0,4.45,35.74,19.0,112.87,7.04,4.32,RB_2703,6
70.0,187.0,4.46,38.42,17.0,120.27,6.9,4.11,CB_2277,0
78.0,300.0,5.1,29.49,29.0,96.43,7.85,4.72,OL_1021,4
77.0,246.0,4.73,35.23,19.0,113.7,7.09,4.29,TE_2000,8
75.0,222.0,4.8,28.7,17.0,112.19,7.06,4.21,QB_1532,5
72.0,197.0,4.61,36.75,18.0,121.85,6.96,4.07,WR_2607,9
71.0,204.0,4.53,34.68,15.0,115.39,7.14,4.2,RB_789,6
73.0,215.0,4.57,33.79,16.0,123.39,6.95,4.22,S_116,7
74.0,229.0,4.88,31.81,17.0,115.25,7.28,4.23,QB_1021,5
77.0,251.0,4.76,32.69,19.0,114.72,7.19,4.21,TE_469,8
70.0,186.0,4.5,37.33,14.0,120.25,6.74,4.28,CB_2029,0
76.0,318.0,5.23,26.32,23.0,101.36,7.62,4.92,OL_260,4
73.0,221.0,5.0,29.1,18.0,106.77,7.2,4.17,QB_889,5
77.0,325.0,5.4,28.83,26.0,98.84,8.17,4.65,OL_1600,4
76.0,282.0,4.82,28.07,27.0,111.36,7.72,4.55,DL_1501,1
70.0,194.0,4.58,35.38,17.0,123.25,7.04,4.21,CB_2464,0
73.0,223.0,4.89,29.0,15.0,110.43,7.21,4.42,QB_988,5
70.0,225.0,4.58,34.63,20.0,122.07,7.12,4.28,RB_2943,6
74.0,249.0,4.9,31.39,26.0,117.85,7.13,4.31,FB_2316,2
72.0,194.0,4.56,33.17,17.0,124.42,6.8,4.18,CB_1271,0
72.0,209.0,4.61,37.49,18.0,118.75,7.11,4.32,S_2543,7
72.0,250.0,4.79,30.54,28.0,113.15,7.4,4.52,FB_2962,2
71.0,190.0,4.53,33.71,14.0,120.9,7.13,4.24,CB_2625,0
75.0,290.0,4.95,33.79,23.0,108.47,7.68,4.69,DL_1259,1
73.0,235.0,4.7,36.62,21.0,118.83,7.0,4.37,LB_649,3
72.0,212.0,4.59,32.66,19.0,122.92,6.81,4.25,S_2638,7
76.0,270.0,4.83,30.86,30.0,107.36,7.79,4.48,DL_1100,1
77.0,310.0,5.39,26.33,21.0,95.72,8.14,4.86,OL_1335,4
74.0,240.0,4.85,32.94,23.0,110.18,7.5,4.3,FB_2,2
71.0,185.0,4.44,38.4,11.0,117.34,6.84,4.07,CB_257,0
73.0,202.0,4.49,35.63,16.0,115.2,7.09,4.18,S_2270,7
76.0,325.0,5.35,25.02,28.0,96.47,7.74,4.78,OL_221,4
75.0,231.0,4.92,32.36,19.0,106.41,7.26,4.49,QB_384,5
76.0,282.0,4.87,31.79,27.0,115.63,7.48,4.66,DL_419,1
75.0,203.0,4.56,34.98,16.0,119.69,7.17,4.2,WR_2541,9
75.0,307.0,5.13,28.61,28.0,116.1,7.58,4.58,DL_1713,1
75.0,281.0,5.05,32.61,29.0,113.09,7.28,4.57,DL_1674,1
76.0,246.0,4.68,30.86,20.0,117.42,7.33,4.41,TE_1432,8
71.0,204.0,4.64,34.0,18.0,116.81,6.95,4.14,RB_652,6
77.0,262.0,4.72,35.58,24.0,119.15,7.37,4.22,TE_2150,8
76.0,226.0,4.85,32.78,21.0,116.75,7.29,4.43,QB_105,5
77.0,308.0,5.34,27.42,21.0,99.94,7.88,4.55,OL_1412,4
70.0,200.0,4.66,31.66,16.0,116.7,7.09,4.26,RB_685,6
76.0,249.0,4.73,34.04,22.0,120.81,7.28,4.22,TE_1633,8
73.0,213.0,4.83,31.58,20.0,109.66,7.2,4.2,QB_1550,5
73.0,203.0,4.64,36.14,15.0,115.31,7.09,4.07,S_2844,7
72.0,195.0,4.5,35.98,18.0,123.15,6.83,4.18,CB_1130,0
74.0,232.0,4.95,32.95,18.0,111.11,7.33,4.34,QB_1385,5
74.0,242.0,4.65,34.08,21.0,112.58,7.18,4.41,LB_2482,3
76.0,274.0,4.79,31.55,21.0,105.14,7.73,4.71,DL_1999,1
73.0,236.0,4.75,34.23,21.0,117.15,7.01,4.26,LB_1859,3
75.0,311.0,5.26,30.92,24.0,95.76,8.07,4.64,OL_904,4
76.0,290.0,5.09,30.27,27.0,111.04,7.74,4.45,DL_1247,1
73.0,202.0,4.62,37.78,18.0,118.96,7.12,4.28,S_1482,7
76.0,325.0,5.39,27.35,24.0,102.45,8.15,4.69,OL_1533,4
74.0,207.0,4.62,36.7,17.0,115.69,6.97,4.16,S_1748,7
76.0,262.0,4.88,32.79,22.0,119.43,7.13,4.41,TE_48,8
74.0,213.0,4.8,33.5,21.0,110.93,7.3,4.24,QB_2469,5
72.0,205.0,4.54,38.43,18.0,117.24,6.8,4.14,S_1717,7
75.0,234.0,4.72,35.3,21.0,117.2,7.03,4.43,LB_1603,3
74.0,207.0,4.53,35.25,12.0,121.64,6.78,4.29,WR_1527,9
75.0,289.0,4.86,31.62,25.0,116.43,7.52,4.33,DL_964,1
76.0,250.0,4.78,33.49,20.0,115.73,7.12,4.51,TE_2251,8
71.0,238.0,4.76,33.01,24.0,111.9,7.54,4.33,FB_1559,2
72.0,204.0,4.5,36.02,18.0,114.38,7.1,4.25,RB_476,6
75.0,243.0,4.76,31.47,22.0,112.29,7.13,4.23,LB_319,3
75.0,224.0,4.74,32.29,22.0,104.23,7.21,4.38,QB_2946,5
73.0,251.0,4.89,34.81,20.0,116.49,7.46,4.55,FB_2798,2
75.0,222.0,4.86,33.95,20.0,109.5,7.39,4.23,QB_2840,5
75.0,284.0,4.78,31.6,26.0,111.12,7.74,4.68,DL_192,1
74.0,246.0,4.76,32.68,26.0,113.21,7.07,4.4,FB_2176,2
77.0,287.0,4.88,32.45,25.0,113.54,7.48,4.6,DL_1059,1
77.0,309.0,5.4,27.13,24.0,103.93,7.55,4.71,OL_1122,4
76.0,216.0,4.74,28.21,19.0,107.93,7.15,4.32,QB_193,5
74.0,212.0,4.55,37.83,17.0,122.94,6.79,4.15,WR_15,9
71.0,212.0,4.47,34.71,11.0,116.27,6.96,4.32,WR_2001,9
71.0,200.0,4.63,37.9,20.0,122.26,7.0,4.26,S_1977,7
70.0,221.0,4.49,36.64,21.0,121.3,7.16,4.36,RB_2822,6
71.0,242.0,4.67,33.02,23.0,115.72,7.56,4.25,FB_2734,2
77.0,307.0,5.16,29.34,24.0,107.09,7.64,4.64,OL_1069,4
71.0,194.0,4.44,37.41,12.0,118.67,6.98,4.36,WR_503,9
74.0,194.0,4.49,33.65,16.0,118.83,6.98,4.21,WR_2238,9
72.0,200.0,4.56,35.86,17.0,116.48,7.11,4.18,S_1537,7
76.0,226.0,4.87,29.41,22.0,104.16,7.15,4.46,QB_969,5
70.0,195.0,4.45,33.86,15.0,118.73,6.98,4.14,CB_1153,0
72.0,212.0,4.45,34.11,17.0,114.44,7.14,4.17,RB_1776,6
77.0,320.0,5.14,27.56,25.0,100.83,7.67,4.87,OL_2823,4
77.0,245.0,4.86,32.1,24.0,112.46,7.17,4.29,TE_1114,8
70.0,192.0,4.5,35.46,18.0,120.34,7.04,4.25,CB_550,0
77.0,322.0,5.3,27.83,30.0,98.31,7.84,4.87,OL_2500,4
72.0,186.0,4.52,33.73,16.0,119.96,7.09,4.23,CB_78,0
72.0,244.0,4.87,35.37,24.0,117.46,7.05,4.42,FB_201,2
73.0,248.0,4.71,36.57,26.0,120.01,7.29,4.29,LB_85,3
76.0,244.0,4.79,33.71,22.0,109.87,7.14,4.46,TE_1499,8
73.0,244.0,4.74,34.78,20.0,115.97,7.18,4.5,FB_569,2
70.0,227.0,4.58,35.81,23.0,120.47,7.09,4.37,RB_852,6
71.0,208.0,4.55,33.85,12.0,120.94,6.84,4.36,WR_2244,9
74.0,230.0,4.93,33.04,23.0,104.65,7.27,4.45,QB_1679,5
70.0,200.0,4.48,37.36,16.0,121.45,6.96,4.3,CB_1534,0
73.0,254.0,4.63,29.67,22.0,110.34,7.27,4.52,FB_2077,2
74.0,221.0,4.87,32.12,22.0,115.9,7.16,4.22,QB_2279,5
72.0,250.0,4.71,32.03,21.0,114.44,7.38,4.54,FB_1345,2
75.0,255.0,4.73,34.2,24.0,117.7,7.26,4.25,TE_1433,8
74.0,294.0,5.05,30.72,27.0,116.73,7.49,4.54,DL_1930,1
76.0,299.0,4.89,30.86,24.0,102.99,7.62,4.56,DL_1389,1
71.0,217.0,4.58,33.33,19.0,122.47,7.12,4.28,RB_608,6
76.0,261.0,4.69,32.89,20.0,117.7,7.32,4.39,TE_2076,8
76.0,223.0,4.95,28.66,23.0,108.16,7.02,4.39,QB_2831,5
75.0,320.0,5.11,28.64,22.0,105.37,7.98,4.77,OL_154,4
71.0,248.0,4.83,32.31,21.0,115.7,7.33,4.32,FB_127,2
74.0,250.0,4.68,31.71,20.0,110.94,6.97,4.19,LB_1321,3
76.0,218.0,4.73,32.01,23.0,109.18,7.2,4.19,QB_594,5
71.0,248.0,4.75,31.65,24.0,118.39,7.29,4.46,FB_2969,2
75.0,216.0,4.84,28.86,22.0,109.26,7.27,4.3,QB_862,5
73.0,201.0,4.49,33.33,15.0,116.05,6.96,4.06,S_345,7
71.0,224.0,4.52,35.39,21.0,114.84,7.06,4.12,RB_2381,6
72.0,218.0,4.64,32.09,17.0,115.67,7.01,4.38,RB_2818,6
72.0,193.0,4.45,37.38,13.0,124.42,7.14,4.2,CB_2928,0
75.0,212.0,4.8,32.13,22.0,105.67,7.33,4.18,QB_866,5
77.0,302.0,5.35,28.74,27.0,99.73,7.93,4.64,OL_116,4
74.0,296.0,4.77,30.61,25.0,106.09,7.74,4.36,DL_2884,1
76.0,221.0,4.95,31.19,15.0,108.9,6.99,4.48,QB_1958,5
78.0,322.0,5.17,29.53,25.0,98.79,8.03,4.64,OL_2361,4
71.0,197.0,4.52,35.28,18.0,126.15,7.08,4.06,CB_2461,0
73.0,201.0,4.65,36.16,19.0,119.39,7.17,4.19,S_2027,7
73.0,235.0,4.67,36.08,19.0,113.1,7.01,4.26,LB_1144,3
76.0,324.0,5.22,27.31,24.0,105.79,7.96,4.67,OL_2487,4
74.0,250.0,4.68,32.98,20.0,113.92,7.15,4.25,LB_552,3
77.0,313.0,5.25,25.05,23.0,105.63,7.6,4.75,OL_1277,4
73.0,222.0,4.78,34.07,22.0,109.88,6.93,4.38,QB_1707,5
76.0,263.0,5.01,31.81,25.0,108.27,7.49,4.61,DL_2460,1
77.0,326.0,5.43,26.09,25.0,104.87,7.93,4.74,OL_2591,4
73.0,241.0,4.78,34.26,22.0,111.99,7.39,4.54,FB_2213,2
73.0,238.0,4.59,34.78,21.0,111.39,7.22,4.24,LB_2804,3
74.0,242.0,4.69,32.81,18.0,116.24,6.97,4.38,LB_1047,3
73.0,243.0,4.75,31.53,18.0,119.81,7.1,4.4,LB_150,3
71.0,213.0,4.5,34.67,21.0,122.04,7.1,4.21,RB_70,6
76.0,307.0,5.43,29.33,24.0,103.8,7.65,4.71,OL_2685,4
73.0,244.0,4.65,32.63,20.0,113.71,7.24,4.42,LB_95,3
78.0,317.0,5.37,28.05,28.0,101.73,8.05,4.61,OL_1626,4
71.0,192.0,4.57,37.86,13.0,121.82,7.11,4.09,WR_2964,9
73.0,209.0,4.58,36.23,20.0,114.55,6.94,4.06,S_974,7
73.0,238.0,4.71,32.61,25.0,118.47,7.18,4.28,LB_915,3
76.0,261.0,4.8,35.87,21.0,119.29,7.13,4.34,TE_794,8
71.0,187.0,4.5,38.28,15.0,119.53,7.02,4.01,CB_1968,0
74.0,207.0,4.49,38.22,14.0,123.71,6.89,4.18,WR_2831,9
73.0,214.0,4.64,37.26,21.0,116.47,7.05,4.27,S_2316,7
74.0,224.0,4.86,31.1,22.0,107.01,7.13,4.41,QB_653,5
74.0,246.0,4.73,36.84,23.0,112.79,7.29,4.2,LB_1497,3
74.0,242.0,4.65,30.95,28.0,118.35,7.13,4.3,FB_1585,2
75.0,268.0,4.91,28.14,29.0,110.41,7.71,4.63,DL_493,1
70.0,195.0,4.55,37.05,13.0,121.06,6.75,4.25,CB_1725,0
73.0,216.0,4.46,32.15,12.0,117.83,6.82,4.13,WR_511,9
71.0,204.0,4.65,33.26,17.0,120.39,6.91,4.34,RB_1886,6
76.0,245.0,4.63,34.34,22.0,116.79,7.18,4.36,TE_1634,8
74.0,197.0,4.5,34.25,15.0,117.06,6.84,4.3,WR_2288,9
77.0,322.0,5.11,27.68,30.0,98.02,7.62,4.55,OL_1099,4
74.0,293.0,4.96,34.62,27.0,116.88,7.32,4.33,DL_201,1
77.0,302.0,5.44,26.69,28.0,104.19,7.76,4.75,OL_1874,4
75.0,229.0,4.9,28.35,21.0,112.98,7.35,4.39,QB_2027,5
74.0,205.0,4.47,34.18,11.0,122.13,7.17,4.2,WR_525,9
76.0,283.0,4.99,33.87,30.0,113.39,7.71,4.34,DL_2111,1
77.0,258.0,4.83,35.4,23.0,109.75,7.1,4.38,TE_2549,8
75.0,289.0,4.78,33.49,28.0,108.68,7.22,4.62,DL_485,1
72.0,192.0,4.5,37.43,12.0,124.75,6.98,4.07,CB_334,0
76.0,309.0,4.76,31.44,28.0,116.12,7.61,4.32,DL_720,1
72.0,187.0,4.49,33.44,12.0,125.9,7.11,4.15,WR_1093,9
76.0,217.0,4.75,31.45,19.0,114.47,7.01,4.26,QB_609,5
75.0,307.0,4.78,28.9,26.0,110.83,7.77,4.48,DL_81,1
70.0,190.0,4.46,38.71,12.0,118.4,7.12,4.04,CB_2778,0
72.0,195.0,4.48,32.44,13.0,123.96,7.15,4.27,WR_1921,9
76.0,248.0,4.77,29.74,18.0,115.62,7.18,4.43,TE_1122,8
69.0,212.0,4.5,33.27,19.0,117.34,7.04,4.31,RB_1902,6
71.0,214.0,4.6,35.19,16.0,123.54,6.79,4.26,S_2126,7
75.0,306.0,5.07,29.04,29.0,104.05,7.52,4.67,DL_1688,1
72.0,210.0,4.52,37.2,14.0,125.63,7.15,4.09,S_2660,7
71.0,207.0,4.57,32.69,23.0,116.72,7.02,4.16,RB_2146,6
77.0,293.0,4.81,28.25,26.0,103.9,7.22,4.35,DL_402,1
77.0,312.0,5.21,26.85,23.0,96.85,7.88,4.77,OL_1285,4
70.0,203.0,4.6,32.84,19.0,116.03,6.91,4.21,RB_2569,6
73.0,235.0,4.68,33.96,26.0,111.6,7.15,4.18,LB_1968,3
74.0,213.0,4.79,28.95,19.0,109.84,7.19,4.37,QB_2296,5
75.0,261.0,4.91,31.44,17.0,116.86,7.25,4.46,TE_377,8
74.0,220.0,4.71,29.4,19.0,109.34,6.95,4.48,QB_498,5
73.0,237.0,4.75,32.99,23.0,118.67,7.4,4.21,FB_2837,2
73.0,232.0,4.75,36.82,26.0,121.99,7.07,4.33,LB_1635,3
73.0,203.0,4.52,34.83,16.0,125.09,6.79,4.33,WR_1643,9
78.0,304.0,5.09,27.29,24.0,98.11,7.69,4.8,OL_1403,4
74.0,210.0,4.5,35.7,16.0,121.82,7.0,4.34,S_2947,7
77.0,292.0,5.03,28.42,28.0,110.04,7.19,4.64,DL_1806,1
77.0,252.0,4.8,30.68,21.0,119.3,7.15,4.36,TE_810,8
76.0,287.0,4.94,29.55,28.0,102.63,7.77,4.6,DL_471,1
73.0,195.0,4.61,36.67,12.0,120.42,6.95,4.28,WR_648,9
73.0,208.0,4.57,37.28,18.0,121.13,6.95,4.28,WR_480,9
70.0,223.0,4.55,35.18,16.0,113.05,7.02,4.37,RB_38,6
76.0,246.0,4.85,35.12,23.0,114.17,7.18,4.46,TE_672,8
74.0,235.0,4.65,34.42,22.0,110.93,6.96,4.28,LB_623,3
78.0,322.0,5.16,26.7,24.0,102.07,7.63,4.79,OL_247,4
72.0,239.0,4.64,32.12,27.0,110.93,7.04,4.42,LB_927,3
77.0,259.0,4.71,30.24,23.0,115.27,6.96,4.45,TE_691,8
74.0,215.0,4.61,35.2,13.0,120.79,6.88,4.17,WR_1730,9
71.0,201.0,4.63,33.17,14.0,118.0,7.02,4.1,S_2143,7
75.0,307.0,4.96,30.96,25.0,111.91,7.33,4.51,DL_856,1
74.0,213.0,4.59,32.35,17.0,114.92,6.95,4.26,WR_2037,9
73.0,205.0,4.63,36.62,17.0,115.51,7.21,4.23,S_1069,7
74.0,236.0,4.8,32.85,20.0,112.37,7.26,4.37,FB_1126,2
70.0,197.0,4.47,34.63,11.0,119.41,6.82,4.14,CB_2399,0
71.0,202.0,4.61,36.4,18.0,117.38,7.01,4.24,WR_2835,9
71.0,197.0,4.43,35.26,15.0,118.96,6.83,4.04,CB_2147,0
74.0,296.0,4.86,30.19,23.0,112.33,7.56,4.47,DL_2370,1
73.0,239.0,4.71,31.38,20.0,118.7,7.06,4.15,LB_1333,3
76.0,258.0,4.76,36.27,21.0,116.9,7.42,4.27,TE_225,8
69.0,208.0,4.56,33.81,18.0,118.15,7.0,4.3,RB_2150,6
73.0,241.0,4.64,31.86,25.0,111.6,7.13,4.43,FB_1901,2
76.0,261.0,4.72,29.67,18.0,117.33,7.07,4.3,TE_1523,8
73.0,247.0,4.76,32.7,22.0,119.45,7.14,4.18,LB_2689,3
74.0,234.0,4.73,31.83,19.0,112.07,7.08,4.21,LB_1715,3
75.0,275.0,5.09,34.19,28.0,110.67,7.81,4.67,DL_2708,1
73.0,251.0,4.78,31.72,22.0,112.22,7.28,4.38,FB_1760,2
74.0,241.0,4.74,33.78,25.0,111.89,6.94,4.27,LB_2060,3
77.0,269.0,5.06,29.91,21.0,113.04,7.23,4.46,DL_2380,1
77.0,316.0,5.31,27.76,28.0,97.22,8.08,4.91,OL_38,4
77.0,311.0,5.27,29.75,25.0,106.68,7.59,4.86,OL_2524,4
72.0,200.0,4.55,33.73,13.0,117.19,7.01,4.1,CB_2514,0
76.0,231.0,4.71,29.78,16.0,115.99,7.13,4.36,QB_681,5
71.0,226.0,4.56,31.97,20.0,115.86,6.9,4.32,RB_856,6
73.0,244.0,4.62,32.26,24.0,118.9,6.95,4.29,LB_1179,3
77.0,318.0,5.13,26.92,29.0,103.13,7.78,4.79,OL_2123,4
77.0,315.0,5.38,28.51,24.0,107.39,7.82,4.59,OL_1519,4
75.0,223.0,4.89,30.26,20.0,113.56,7.04,4.22,QB_839,5
71.0,187.0,4.57,36.66,16.0,125.25,7.0,4.3,CB_91,0
74.0,291.0,4.95,28.39,26.0,116.66,7.2,4.48,DL_949,1
75.0,287.0,5.12,27.73,30.0,117.46,7.55,4.55,DL_2156,1
77.0,250.0,4.67,31.18,21.0,115.18,7.28,4.21,TE_1908,8
73.0,241.0,4.87,33.3,24.0,112.42,7.43,4.3,FB_830,2
76.0,252.0,4.79,32.33,18.0,116.93,7.23,4.46,TE_1081,8
75.0,311.0,5.1,28.67,23.0,101.77,7.62,4.63,OL_2509,4
76.0,258.0,4.75,32.63,16.0,111.91,7.12,4.37,TE_1116,8
76.0,302.0,5.38,25.87,24.0,99.93,8.09,4.66,OL_1581,4
72.0,215.0,4.48,33.8,18.0,118.73,7.16,4.26,S_1793,7
76.0,216.0,4.89,29.5,17.0,112.03,7.3,4.34,QB_288,5
72.0,206.0,4.6,33.07,15.0,123.89,6.78,4.33,WR_2884,9
78.0,324.0,5.22,27.38,23.0,98.77,7.68,4.7,OL_1846,4
75.0,292.0,4.93,30.7,26.0,114.34,7.5,4.5,DL_1941,1
71.0,194.0,4.5,37.39,13.0,116.91,6.84,4.05,CB_1977,0
72.0,236.0,4.75,34.35,22.0,112.73,7.33,4.28,FB_1482,2
72.0,247.0,4.78,31.06,20.0,117.06,7.04,4.19,LB_2819,3
76.0,287.0,5.04,32.88,28.0,115.88,7.27,4.37,DL_1330,1
74.0,248.0,4.79,33.64,22.0,111.59,7.08,4.44,LB_951,3
72.0,215.0,4.64,33.72,16.0,121.94,7.13,4.13,RB_2363,6
75.0,300.0,5.05,31.98,28.0,107.03,7.19,4.45,DL_135,1
73.0,187.0,4.53,37.54,11.0,122.23,6.87,4.3,WR_1486,9
75.0,283.0,5.06,33.45,22.0,108.75,7.28,4.63,DL_2328,1
74.0,216.0,5.0,33.66,21.0,113.32,7.27,4.24,QB_1502,5
76.0,274.0,4.86,32.15,27.0,116.46,7.25,4.49,DL_840,1
72.0,192.0,4.41,33.92,14.0,121.25,6.91,4.23,CB_1858,0
74.0,227.0,4.9,29.71,22.0,110.29,7.21,4.17,QB_1280,5
